Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
G324,2.801,0.208,0.0454,0.0312,0,6.07E-01
G335,1.951,0.291,0.1042,0.0498,0,2.94E-01
G338,2.801,0.199,0.0454,0.0312,0,6.07E-01
G341,1.951,0.287,0.103,0.0492,0,2.94E-01
G344,2.801,0.219,0.0461,0.0316,0,6.07E-01
G347,1.951,0.279,0.103,0.0492,0,2.94E-01
G354,0.544,0.659,0.1248,0.0166,0,2.29E-02
G356,0.544,0.659,0.1219,0.0162,0,2.29E-02
G358,0.544,0.647,0.1269,0.0169,0,2.29E-02
G359,0.544,0.643,0.1272,0.0169,0,2.29E-02
G365,1.203,0.5,0.1,0.0295,0,1.12E-01
G366,4.295,0.5,0.1,0.1052,0,1.43E+00
G368,1.203,0.5,0.1,0.0295,0,1.12E-01
G370,0.863,0.721,0.103,0.0218,0,5.76E-02
G372,0.544,0.781,0.0461,0.0061,0,2.29E-02
G374,0.863,0.713,0.103,0.0218,0,5.76E-02
G376,0.243,0.801,0.0454,0.0027,0,4.58E-03
G378,0.863,0.709,0.1042,0.022,0,5.76E-02
G379,3.268,0.5,0.1,0.0801,0,8.26E-01
G380,0.243,0.028,0.0073,0.0004,0,4.58E-03
G382,0.243,0.792,0.0454,0.0027,0,4.58E-03
G387,0.544,0.5,0.1,0.0133,0,2.29E-02
G390,2.801,0.5,0.1,0.0686,0,6.07E-01
G393,1.565,0.963,0.0076,0.0029,0,1.89E-01
G394,0.243,0.026,0.0065,0.0004,0,4.58E-03
G397,3.268,1,0,0,0,8.26E-01
G64,0.243,0.027,0.0018,0.0001,0,4.58E-03
G65,0.243,0.014,0.001,6.18E-05,0,4.58E-03
G66,0.243,0.024,0.0013,7.82E-05,0,4.58E-03
G67,0.243,0,0,0,0,4.58E-03
G68,0.243,0,0,0,0,4.58E-03
G69,0.243,0.402,0.0165,0.001,0,4.58E-03
G70,0.243,0.819,0.0094,0.0006,0,4.58E-03
G71,0.243,0.394,0.0164,0.001,0,4.58E-03
G72,0.243,0.836,0.0087,0.0005,0,4.58E-03
G73,0.243,0.409,0.0163,0.001,0,4.58E-03
G74,0.243,0.816,0.0096,0.0006,0,4.58E-03
G75,0.243,0.046,0.0024,0.0001,0,4.58E-03
G76,0.243,0.057,0.0025,0.0002,0,4.58E-03
G77,0.243,0.042,0.002,0.0001,0,4.58E-03
G78,0.243,0,0,0,0,4.58E-03
G79,0.243,0.01,0.0008,4.73E-05,0,4.58E-03
G80,0.243,0.014,0.001,6.18E-05,0,4.58E-03
G81,0.243,0.013,0.0009,5.27E-05,0,4.58E-03
G82,0.243,0,0,0,0,4.58E-03
G83,0.243,0.26,0.0136,0.0008,1,1.12E-01
G84,0.243,0.003,0.0015,9.09E-05,1,4.58E-03
G85,0.243,0,0,0,1,4.58E-03
G86,1.203,0.341,0.1248,0.0368,0,1.12E-01
G86BF,0.243,0.659,0.1248,0.0074,1,4.58E-03
G87,1.203,0.341,0.1219,0.0359,0,1.12E-01
G87BF,0.243,0.659,0.1219,0.0073,1,4.58E-03
G88,1.203,0.353,0.1269,0.0374,0,1.12E-01
G88BF,0.243,0.647,0.1269,0.0076,1,4.58E-03
G89,0.863,0.357,0.1272,0.0269,0,5.76E-02
G89BF,0.243,0.643,0.1272,0.0076,1,4.58E-03
G90,0.243,0.257,0.1031,0.0061,1,4.58E-03
G92,0.243,0.067,0.0485,0.0029,1,4.58E-03
G95,0.243,0.136,0.0779,0.0046,0,4.58E-03
G95BF,0.243,0.864,0.0779,0.0046,1,4.58E-03
G96,0.243,0.11,0.0429,0.0026,0,4.58E-03
G96BF,0.243,0.89,0.0429,0.0026,1,4.58E-03
G97,0.243,0.144,0.0779,0.0046,0,4.58E-03
G97BF,0.243,0.856,0.0779,0.0046,1,4.58E-03
G98,0.243,0.099,0.042,0.0025,0,4.58E-03
G98BF,0.243,0.901,0.042,0.0025,1,4.58E-03
G99,0.243,0.139,0.076,0.0045,0,4.58E-03
G99BF,0.243,0.861,0.076,0.0045,1,4.58E-03
II476,2.801,0.974,0.0065,0.0045,0,6.07E-01
II551,1.203,0.972,0.0073,0.0021,0,1.12E-01
IIII208,0.243,0,0,0,0,4.58E-03
IIII209,0.243,1,0,0,0,4.58E-03
IIII222,0.243,0.51,0.1063,0.0063,0,4.58E-03
IIII223,0.243,1,0,0,0,4.58E-03
IIII230,0.243,0.957,0.0231,0.0014,0,4.58E-03
IIII237,0.243,0.948,0.0239,0.0014,0,4.58E-03
IIII244,0.243,0.959,0.0229,0.0014,0,4.58E-03
IIII251,0.243,1,0,0,0,4.58E-03
IIII258,0.243,0.99,0.0047,0.0003,0,4.58E-03
IIII265,0.243,0.981,0.007,0.0004,0,4.58E-03
IIII272,0.243,0.986,0.0063,0.0004,0,4.58E-03
IIII279,0.243,1,0,0,0,4.58E-03
IIII285,0.243,0.417,0.1205,0.0072,0,4.58E-03
IIII286,0.243,1,0,0,0,4.58E-03
IIII292,0.243,0.702,0.1174,0.007,0,4.58E-03
IIII293,0.243,1,0,0,0,4.58E-03
IIII299,0.243,0.696,0.1148,0.0068,0,4.58E-03
IIII300,0.243,1,0,0,0,4.58E-03
IIII306,0.243,0.7,0.1161,0.0069,0,4.58E-03
IIII307,0.243,1,0,0,0,4.58E-03
IIII313,0.243,0.709,0.1151,0.0069,0,4.58E-03
IIII314,0.243,1,0,0,0,4.58E-03
IIII320,0.243,0.849,0.0452,0.0027,0,4.58E-03
IIII321,0.243,1,0,0,0,4.58E-03
IIII327,0.243,0.406,0.118,0.007,0,4.58E-03
IIII328,0.243,1,0,0,0,4.58E-03
IIII334,0.243,0.862,0.0441,0.0026,0,4.58E-03
IIII335,0.243,1,0,0,0,4.58E-03
IIII341,0.243,0.415,0.1183,0.0071,0,4.58E-03
IIII342,0.243,1,0,0,0,4.58E-03
IIII348,0.243,0.84,0.0468,0.0028,0,4.58E-03
IIII349,0.243,1,0,0,0,4.58E-03
IIII495,0.243,0.063,0.046,0.0027,0,4.58E-03
IIII512,0.243,0.063,0.0475,0.0028,0,4.58E-03
IIII515,0.243,0.94,0.013,0.0008,0,4.58E-03
IIII518,0.243,0.95,0.0126,0.0007,0,4.58E-03
IIII521,0.243,0.938,0.0139,0.0008,0,4.58E-03
IIII524,0.243,0.482,0.1014,0.006,0,4.58E-03
IIII527,0.243,0.014,0.0036,0.0002,0,4.58E-03
IIII533,0.243,0.064,0.0485,0.0029,0,4.58E-03
IIII537,0.243,0.015,0.0103,0.0006,0,4.58E-03
IIII538,0.243,0,0,0,0,4.58E-03
IIII546,0.243,0.487,0.104,0.0062,0,4.58E-03
IIII553,0.243,0.012,0.0056,0.0003,0,4.58E-03
N0,0.243,0,0,0,0,4.58E-03
N1,0.243,0,0,0,0,4.58E-03
N10,0.243,0.3,0.1161,0.0069,0,4.58E-03
N11,0.243,0.138,0.0441,0.0026,0,4.58E-03
N12,0.243,0.594,0.118,0.007,0,4.58E-03
N13,0.243,1,0,0,0,4.58E-03
N14,0.243,0.404,0.1267,0.0076,0,4.58E-03
N15,0.243,0,0,0,0,4.58E-03
N16,0.243,0,0,0,0,4.58E-03
N17,0.243,0,0,0,0,4.58E-03
N18,0.243,0.151,0.0452,0.0027,0,4.58E-03
N19,0.243,0.583,0.1205,0.0072,0,4.58E-03
N2,0.243,0.304,0.1148,0.0068,0,4.58E-03
N20,0.243,0.298,0.1174,0.007,0,4.58E-03
N21,0.243,0.405,0.1285,0.0077,0,4.58E-03
N22,0.243,0,0,0,0,4.58E-03
N23,0.243,0,0,0,0,4.58E-03
N24,0.243,0,0,0,0,4.58E-03
N25,0.243,0.16,0.0468,0.0028,0,4.58E-03
N26,0.243,0.585,0.1183,0.0071,0,4.58E-03
N27,0.243,0.49,0.1063,0.0063,0,4.58E-03
N28,0.243,0.259,0.012,0.0007,0,4.58E-03
N29,0.243,0.259,0.012,0.0007,0,4.58E-03
N3,0.243,0.291,0.1151,0.0069,0,4.58E-03
N4,0.243,0.402,0.1265,0.0075,0,4.58E-03
N5,0.243,0.407,0.1261,0.0075,0,4.58E-03
N6,0.243,0,0,0,0,4.58E-03
N7,0.243,0,0,0,0,4.58E-03
N8,0.243,0,0,0,0,4.58E-03
N9,0.243,0,0,0,0,4.58E-03
op,0.243,0.004,0.0016,9.46E-05,0,4.58E-03
QA,0.863,0.783,0.0115,0.0024,0,5.76E-02
QB,0.863,0.554,0.0112,0.0024,0,5.76E-02
QC,0.544,0.259,0.012,0.0016,0,2.29E-02
QD,0.243,0.003,0.0117,0.0007,0,4.58E-03
