Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
G1355,0.243,0.494,0.1136,0.0068,1,4.58E-03
G242,0.544,0.248,0.0988,0.0132,0,2.29E-02
G245,0.544,0.257,0.0975,0.013,0,2.29E-02
G248,0.544,0.262,0.1028,0.0137,0,2.29E-02
G251,0.544,0.26,0.1003,0.0134,0,2.29E-02
G254,0.544,0.249,0.0982,0.0131,0,2.29E-02
G257,0.544,0.26,0.1,0.0133,0,2.29E-02
G260,0.544,0.245,0.0968,0.0129,0,2.29E-02
G263,0.544,0.252,0.0996,0.0133,0,2.29E-02
G266,0.544,0.75,0.1004,0.0134,0,2.29E-02
G269,0.544,0.756,0.0979,0.013,0,2.29E-02
G272,0.544,0.739,0.0988,0.0132,0,2.29E-02
G275,0.863,0.751,0.0976,0.0206,0,4.58E-03
G278,0.544,0.754,0.0952,0.0127,0,2.29E-02
G281,0.544,0.751,0.0981,0.0131,0,2.29E-02
G284,0.544,0.743,0.0971,0.0129,0,2.29E-02
G287,0.544,0.752,0.0945,0.0126,0,2.29E-02
G290,0.544,0.755,0.097,0.0129,0,2.29E-02
G293,0.544,0.745,0.0981,0.0131,0,2.29E-02
G296,0.544,0.744,0.0966,0.0129,0,2.29E-02
G299,0.544,0.751,0.0973,0.013,0,2.29E-02
G302,0.544,0.741,0.0986,0.0131,0,2.29E-02
G305,0.544,0.758,0.0964,0.0128,0,2.29E-02
G308,0.544,0.743,0.0997,0.0133,0,2.29E-02
G311,0.544,0.751,0.0962,0.0128,0,2.29E-02
G314,0.544,0.742,0.0994,0.0132,0,2.29E-02
G317,0.544,0.748,0.0976,0.013,0,2.29E-02
G320,0.544,0.753,0.0976,0.013,0,2.29E-02
G323,0.544,0.756,0.0973,0.013,0,2.29E-02
G326,0.544,0.756,0.0984,0.0131,0,2.29E-02
G329,0.544,0.748,0.0979,0.013,0,2.29E-02
G332,0.544,0.757,0.097,0.0129,0,2.29E-02
G335,0.544,0.751,0.0949,0.0126,0,2.29E-02
G338,0.544,0.759,0.0963,0.0128,0,2.29E-02
G341,0.544,0.739,0.0962,0.0128,0,2.29E-02
G344,0.544,0.744,0.0986,0.0131,0,2.29E-02
G347,0.544,0.735,0.0968,0.0129,0,2.29E-02
G350,0.544,0.75,0.0966,0.0129,0,2.29E-02
G353,0.544,0.763,0.094,0.0125,0,2.29E-02
G356,0.544,0.744,0.0999,0.0133,0,2.29E-02
G359,0.544,0.746,0.0977,0.013,0,2.29E-02
G362,0.243,0.738,0.0987,0.0059,0,4.58E-03
G363,0.243,0.752,0.0966,0.0058,0,4.58E-03
G364,0.243,0.752,0.0989,0.0059,0,4.58E-03
G365,0.243,0.748,0.0982,0.0059,0,4.58E-03
G366,0.243,0.755,0.0986,0.0059,0,4.58E-03
G367,0.243,0.762,0.0966,0.0058,0,4.58E-03
G368,0.243,0.753,0.095,0.0057,0,4.58E-03
G369,0.243,0.753,0.1006,0.006,0,4.58E-03
G370,0.243,0.749,0.0984,0.0059,0,4.58E-03
G371,0.243,0.759,0.0967,0.0058,0,4.58E-03
G372,0.243,0.746,0.0993,0.0059,0,4.58E-03
G373,0.243,0.758,0.0958,0.0057,0,4.58E-03
G374,0.243,0.746,0.0997,0.0059,0,4.58E-03
G375,0.243,0.759,0.0946,0.0056,0,4.58E-03
G376,0.243,0.751,0.0949,0.0057,0,4.58E-03
G377,0.243,0.752,0.0952,0.0057,0,4.58E-03
G378,0.243,0.75,0.098,0.0058,0,4.58E-03
G379,0.243,0.748,0.0949,0.0057,0,4.58E-03
G380,0.243,0.747,0.1022,0.0061,0,4.58E-03
G381,0.243,0.758,0.095,0.0057,0,4.58E-03
G382,0.243,0.762,0.0955,0.0057,0,4.58E-03
G383,0.243,0.743,0.0983,0.0059,0,4.58E-03
G384,0.243,0.754,0.0977,0.0058,0,4.58E-03
G385,0.243,0.743,0.0991,0.0059,0,4.58E-03
G386,0.243,0.755,0.0955,0.0057,0,4.58E-03
G387,0.243,0.752,0.0977,0.0058,0,4.58E-03
G388,0.243,0.759,0.096,0.0057,0,4.58E-03
G389,0.243,0.742,0.1005,0.006,0,4.58E-03
G390,0.243,0.748,0.0991,0.0059,0,4.58E-03
G391,0.243,0.757,0.0977,0.0058,0,4.58E-03
G392,0.243,0.756,0.0967,0.0058,0,4.58E-03
G393,0.243,0.743,0.0962,0.0057,0,4.58E-03
G394,0.243,0.747,0.0974,0.0058,0,4.58E-03
G395,0.243,0.752,0.0958,0.0057,0,4.58E-03
G396,0.243,0.755,0.0937,0.0056,0,4.58E-03
G397,0.243,0.741,0.0999,0.006,0,4.58E-03
G398,0.243,0.75,0.0979,0.0058,0,4.58E-03
G399,0.243,0.747,0.0992,0.0059,0,4.58E-03
G400,0.243,0.757,0.096,0.0057,0,4.58E-03
G401,0.243,0.746,0.1006,0.006,0,4.58E-03
G402,0.243,0.752,0.0974,0.0058,0,4.58E-03
G403,0.243,0.748,0.0972,0.0058,0,4.58E-03
G404,0.243,0.749,0.0978,0.0058,0,4.58E-03
G405,0.243,0.756,0.0957,0.0057,0,4.58E-03
G406,0.243,0.747,0.097,0.0058,0,4.58E-03
G407,0.243,0.746,0.0987,0.0059,0,4.58E-03
G408,0.243,0.759,0.0938,0.0056,0,4.58E-03
G409,0.243,0.754,0.0976,0.0058,0,4.58E-03
G410,0.243,0.746,0.097,0.0058,0,4.58E-03
G411,0.243,0.747,0.0976,0.0058,0,4.58E-03
G412,0.243,0.757,0.0959,0.0057,0,4.58E-03
G413,0.243,0.752,0.0977,0.0058,0,4.58E-03
G414,0.243,0.759,0.0954,0.0057,0,4.58E-03
G415,0.243,0.743,0.0985,0.0059,0,4.58E-03
G416,0.243,0.759,0.0999,0.006,0,4.58E-03
G417,0.243,0.766,0.0963,0.0057,0,4.58E-03
G418,0.243,0.742,0.0991,0.0059,0,4.58E-03
G419,0.243,0.754,0.0945,0.0056,0,4.58E-03
G420,0.243,0.754,0.098,0.0058,0,4.58E-03
G421,0.243,0.744,0.0958,0.0057,0,4.58E-03
G422,0.243,0.76,0.1008,0.006,0,4.58E-03
G423,0.243,0.75,0.1007,0.006,0,4.58E-03
G424,0.243,0.754,0.0944,0.0056,0,4.58E-03
G425,0.243,0.747,0.1008,0.006,0,4.58E-03
G426,0.544,0.509,0.1907,0.0254,0,2.29E-02
G429,0.544,0.5,0.1919,0.0256,0,2.29E-02
G432,0.544,0.483,0.191,0.0254,0,2.29E-02
G435,0.544,0.495,0.1903,0.0253,0,2.29E-02
G438,0.544,0.492,0.1906,0.0254,0,2.29E-02
G441,0.544,0.496,0.19,0.0253,0,2.29E-02
G444,0.544,0.495,0.189,0.0252,0,2.29E-02
G447,0.544,0.497,0.1856,0.0247,0,2.29E-02
G450,0.544,0.502,0.1891,0.0252,0,2.29E-02
G453,0.544,0.495,0.1928,0.0257,0,2.29E-02
G456,0.544,0.495,0.1885,0.0251,0,2.29E-02
G459,0.544,0.504,0.1916,0.0255,0,2.29E-02
G462,0.544,0.493,0.1884,0.0251,0,2.29E-02
G465,0.544,0.499,0.191,0.0254,0,2.29E-02
G468,0.544,0.494,0.1917,0.0255,0,2.29E-02
G471,0.544,0.501,0.1882,0.0251,0,2.29E-02
G474,0.544,0.502,0.1886,0.0251,0,2.29E-02
G477,0.544,0.504,0.1882,0.0251,0,2.29E-02
G480,0.544,0.503,0.1929,0.0257,0,2.29E-02
G483,0.544,0.497,0.1915,0.0255,0,2.29E-02
G486,0.544,0.5,0.1894,0.0252,0,2.29E-02
G489,0.544,0.495,0.1881,0.0251,0,2.29E-02
G492,0.544,0.506,0.1896,0.0253,0,2.29E-02
G495,0.544,0.487,0.186,0.0248,0,2.29E-02
G498,0.544,0.507,0.1906,0.0254,0,2.29E-02
G501,0.544,0.491,0.1892,0.0252,0,2.29E-02
G504,0.544,0.498,0.1889,0.0252,0,2.29E-02
G507,0.544,0.476,0.1911,0.0255,0,2.29E-02
G510,0.544,0.504,0.1883,0.0251,0,2.29E-02
G513,0.544,0.502,0.1901,0.0253,0,2.29E-02
G516,0.544,0.49,0.1964,0.0262,0,2.29E-02
G519,0.544,0.499,0.1909,0.0254,0,2.29E-02
G522,0.544,0.747,0.1863,0.0248,0,2.29E-02
G525,0.544,0.759,0.1768,0.0235,0,2.29E-02
G528,0.544,0.757,0.1797,0.0239,0,2.29E-02
G531,0.544,0.752,0.1753,0.0233,0,2.29E-02
G534,0.544,0.754,0.1794,0.0239,0,2.29E-02
G537,0.544,0.75,0.1789,0.0238,0,2.29E-02
G540,0.544,0.757,0.1757,0.0234,0,2.29E-02
G543,0.544,0.757,0.1783,0.0237,0,2.29E-02
G546,0.544,0.749,0.1786,0.0238,0,2.29E-02
G549,0.544,0.752,0.1827,0.0243,0,2.29E-02
G552,0.544,0.751,0.1772,0.0236,0,2.29E-02
G555,0.544,0.749,0.1771,0.0236,0,2.29E-02
G558,0.544,0.754,0.1804,0.024,0,2.29E-02
G561,0.544,0.763,0.1748,0.0233,0,2.29E-02
G564,0.544,0.746,0.1812,0.0241,0,2.29E-02
G567,0.544,0.755,0.1837,0.0245,0,2.29E-02
G570,0.243,0.744,0.1844,0.011,0,4.58E-03
G571,0.243,0.753,0.179,0.0107,0,4.58E-03
G572,0.243,0.758,0.1782,0.0106,0,4.58E-03
G573,0.243,0.746,0.1844,0.011,0,4.58E-03
G574,0.243,0.751,0.1803,0.0107,0,4.58E-03
G575,0.243,0.747,0.1839,0.011,0,4.58E-03
G576,0.243,0.753,0.1768,0.0105,0,4.58E-03
G577,0.243,0.751,0.18,0.0107,0,4.58E-03
G578,0.243,0.744,0.1815,0.0108,0,4.58E-03
G579,0.243,0.751,0.1827,0.0109,0,4.58E-03
G580,0.243,0.754,0.1782,0.0106,0,4.58E-03
G581,0.243,0.746,0.1837,0.011,0,4.58E-03
G582,0.243,0.75,0.1795,0.0107,0,4.58E-03
G583,0.243,0.744,0.1817,0.0108,0,4.58E-03
G584,0.243,0.749,0.1796,0.0107,0,4.58E-03
G585,0.243,0.742,0.182,0.0108,0,4.58E-03
G586,0.243,0.75,0.1796,0.0107,0,4.58E-03
G587,0.243,0.747,0.1812,0.0108,0,4.58E-03
G588,0.243,0.746,0.183,0.0109,0,4.58E-03
G589,0.243,0.751,0.1827,0.0109,0,4.58E-03
G590,0.243,0.748,0.1832,0.0109,0,4.58E-03
G591,0.243,0.754,0.1767,0.0105,0,4.58E-03
G592,0.243,0.744,0.1849,0.011,0,4.58E-03
G593,0.243,0.764,0.172,0.0103,0,4.58E-03
G594,0.243,0.739,0.1832,0.0109,0,4.58E-03
G595,0.243,0.756,0.1789,0.0107,0,4.58E-03
G596,0.243,0.738,0.1843,0.011,0,4.58E-03
G597,0.243,0.761,0.1785,0.0106,0,4.58E-03
G598,0.243,0.75,0.1795,0.0107,0,4.58E-03
G599,0.243,0.753,0.1803,0.0107,0,4.58E-03
G600,0.243,0.755,0.1856,0.0111,0,4.58E-03
G601,0.243,0.746,0.1824,0.0109,0,4.58E-03
G602,1.203,0.503,0.3437,0.1013,0,1.12E-01
G607,1.203,0.496,0.3436,0.1013,0,1.12E-01
G612,1.203,0.501,0.3436,0.1013,0,1.12E-01
G617,1.203,0.496,0.3395,0.1001,0,1.12E-01
G622,1.203,0.505,0.3464,0.1021,0,1.12E-01
G627,1.203,0.499,0.3421,0.1008,0,1.12E-01
G632,1.203,0.506,0.3421,0.1008,0,1.12E-01
G637,1.203,0.509,0.3432,0.1011,0,1.12E-01
G642,0.544,0.503,0.3447,0.0459,0,2.29E-02
G645,0.544,0.503,0.3471,0.0462,0,2.29E-02
G648,0.544,0.498,0.3415,0.0455,0,2.29E-02
G651,0.544,0.492,0.3388,0.0451,0,2.29E-02
G654,0.544,0.505,0.3445,0.0459,0,2.29E-02
G657,0.544,0.501,0.3448,0.0459,0,2.29E-02
G660,0.544,0.497,0.3409,0.0454,0,2.29E-02
G663,0.544,0.499,0.3507,0.0467,0,2.29E-02
G666,0.544,0.751,0.3126,0.0416,0,2.29E-02
G669,0.544,0.751,0.3175,0.0423,0,2.29E-02
G672,0.544,0.747,0.3165,0.0421,0,2.29E-02
G675,0.544,0.754,0.3131,0.0417,0,2.29E-02
G678,0.544,0.747,0.3184,0.0424,0,2.29E-02
G681,0.544,0.742,0.3219,0.0429,0,2.29E-02
G684,0.544,0.743,0.3198,0.0426,0,2.29E-02
G687,0.544,0.747,0.315,0.0419,0,2.29E-02
G690,0.243,0.746,0.3177,0.0189,0,4.58E-03
G691,0.243,0.753,0.3127,0.0186,0,4.58E-03
G692,0.243,0.747,0.3134,0.0187,0,4.58E-03
G693,0.243,0.753,0.3101,0.0185,0,4.58E-03
G694,0.243,0.75,0.3145,0.0187,0,4.58E-03
G695,0.243,0.752,0.3149,0.0188,0,4.58E-03
G696,0.243,0.75,0.3118,0.0186,0,4.58E-03
G697,0.243,0.75,0.3133,0.0187,0,4.58E-03
G698,0.243,0.748,0.3159,0.0188,0,4.58E-03
G699,0.243,0.753,0.3107,0.0185,0,4.58E-03
G700,0.243,0.752,0.3127,0.0186,0,4.58E-03
G701,0.243,0.75,0.3148,0.0188,0,4.58E-03
G702,0.243,0.752,0.3127,0.0186,0,4.58E-03
G703,0.243,0.751,0.3157,0.0188,0,4.58E-03
G704,0.544,0.754,0.3102,0.0413,0,2.29E-02
G705,0.243,0.745,0.316,0.0188,0,4.58E-03
G706,0.544,0.501,0.5693,0.0758,0,2.29E-02
G709,0.544,0.5,0.567,0.0755,0,2.29E-02
G712,0.544,0.498,0.5724,0.0762,0,2.29E-02
G715,0.544,0.5,0.5687,0.0757,0,2.29E-02
G718,0.544,0.499,0.5685,0.0757,0,2.29E-02
G721,0.544,0.499,0.5702,0.0759,0,2.29E-02
G724,0.544,0.497,0.5703,0.0759,0,2.29E-02
G727,0.544,0.501,0.5696,0.0759,0,2.29E-02
G730,0.544,0.878,0.1754,0.0234,0,2.29E-02
G733,0.544,0.871,0.1815,0.0242,0,2.29E-02
G736,0.544,0.871,0.185,0.0246,0,2.29E-02
G739,0.544,0.871,0.1852,0.0247,0,2.29E-02
G742,0.544,0.875,0.1785,0.0238,0,2.29E-02
G745,0.544,0.87,0.1823,0.0243,0,2.29E-02
G748,0.544,0.879,0.1719,0.0229,0,2.29E-02
G751,0.544,0.872,0.1775,0.0236,0,2.29E-02
G754,0.243,0.874,0.1774,0.0106,0,4.58E-03
G755,0.243,0.623,0.4617,0.0275,0,4.58E-03
G756,0.243,0.872,0.1825,0.0109,0,4.58E-03
G757,0.243,0.63,0.4565,0.0272,0,4.58E-03
G758,0.243,0.867,0.1883,0.0112,0,4.58E-03
G759,0.243,0.632,0.4554,0.0271,0,4.58E-03
G760,0.243,0.868,0.1873,0.0112,0,4.58E-03
G761,0.243,0.627,0.4558,0.0272,0,4.58E-03
G762,0.243,0.876,0.1773,0.0106,0,4.58E-03
G763,0.243,0.623,0.4627,0.0276,0,4.58E-03
G764,0.243,0.87,0.1822,0.0109,0,4.58E-03
G765,0.243,0.63,0.4573,0.0273,0,4.58E-03
G766,0.243,0.876,0.1733,0.0103,0,4.58E-03
G767,0.243,0.623,0.4712,0.0281,0,4.58E-03
G768,0.243,0.876,0.1772,0.0106,0,4.58E-03
G769,0.243,0.629,0.4619,0.0275,0,4.58E-03
G770,0.544,0.503,0.6087,0.0811,0,2.29E-02
G773,0.544,0.498,0.6112,0.0814,0,2.29E-02
