Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
N605,0.243,0.143,0.0856,0.0051,0,4.58E-03
N606,0.863,0.859,0.0861,0.0182,0,5.76E-02
N609,1.565,0.64,0.1297,0.0497,0,1.89E-01
N61,0.243,0.114,0.0846,0.005,0,4.58E-03
N615,0.243,0.15,0.091,0.0054,0,4.58E-03
N616,0.863,0.845,0.094,0.0199,0,5.76E-02
N619,1.203,0.65,0.1316,0.0388,0,1.12E-01
N62,0.243,0.112,0.0831,0.005,0,4.58E-03
N624,0.243,0.15,0.0926,0.0055,0,4.58E-03
N625,0.863,0.848,0.0955,0.0202,0,5.76E-02
N628,0.544,0.649,0.1334,0.0178,0,2.29E-02
N63,0.243,0.122,0.087,0.0052,0,4.58E-03
N631,0.243,0.152,0.095,0.0057,0,4.58E-03
N632,0.863,0.852,0.0939,0.0199,0,5.76E-02
N635,1.203,0.647,0.1348,0.0397,0,1.12E-01
N64,0.243,0.106,0.075,0.0045,0,4.58E-03
N640,0.243,0.151,0.0948,0.0057,0,4.58E-03
N641,0.863,0.853,0.092,0.0194,0,5.76E-02
N644,1.565,0.65,0.1328,0.0509,0,1.89E-01
N65,0.243,0.594,0.1545,0.0092,0,4.58E-03
N650,0.243,0.152,0.0947,0.0056,0,4.58E-03
N651,0.863,0.849,0.0933,0.0197,0,5.76E-02
N654,1.203,0.659,0.1315,0.0387,0,1.12E-01
N659,0.243,0.152,0.0939,0.0056,0,4.58E-03
N66,0.243,0.239,0.1616,0.0096,0,4.58E-03
N662,0.243,0.15,0.0911,0.0054,0,4.58E-03
N665,0.863,0.506,0.2133,0.0451,0,5.76E-02
N669,0.243,0.85,0.0925,0.0055,0,4.58E-03
N67,0.243,0.687,0.1786,0.0106,0,4.58E-03
N670,0.243,0.138,0.0815,0.0049,0,4.58E-03
N673,0.863,0.502,0.2066,0.0437,0,5.76E-02
N677,0.243,0.856,0.0871,0.0052,0,4.58E-03
N678,0.544,0.141,0.0861,0.0115,0,2.29E-02
N682,0.863,0.499,0.2097,0.0443,0,5.76E-02
N686,0.243,0.85,0.092,0.0055,0,4.58E-03
N687,0.863,0.155,0.094,0.0199,0,5.76E-02
N69,0.243,0.209,0.1532,0.0091,0,4.58E-03
N692,0.863,0.495,0.2177,0.046,0,5.76E-02
N696,0.243,0.849,0.094,0.0056,0,4.58E-03
N697,0.243,0.152,0.0955,0.0057,0,4.58E-03
N7,0.243,0.26,0.103,0.0061,0,4.58E-03
N70,0.243,0.688,0.1811,0.0108,0,4.58E-03
N700,0.863,0.498,0.2219,0.0469,0,5.76E-02
N704,0.243,0.847,0.0959,0.0057,0,4.58E-03
N705,0.243,0.148,0.0939,0.0056,0,4.58E-03
N708,0.863,0.499,0.2216,0.0468,0,5.76E-02
N71,0.243,0.217,0.1494,0.0089,0,4.58E-03
N712,0.243,0.635,0.1529,0.0091,0,4.58E-03
N713,0.544,0.147,0.092,0.0122,0,2.29E-02
N717,0.863,0.503,0.2169,0.0458,0,5.76E-02
N721,0.243,0.635,0.1516,0.009,0,4.58E-03
N722,0.863,0.151,0.0933,0.0197,0,5.76E-02
N727,0.863,0.508,0.2184,0.0462,0,5.76E-02
N731,0.243,0.637,0.1492,0.0089,0,4.58E-03
N732,0.243,0.672,0.1279,0.0076,0,4.58E-03
N733,0.243,0.779,0.1252,0.0075,0,4.58E-03
N734,0.243,0.847,0.1093,0.0065,0,4.58E-03
N736,0.243,0.255,0.1499,0.0089,0,4.58E-03
N737,0.243,0.075,0.0579,0.0034,0,4.58E-03
N739,0.243,0.255,0.1459,0.0087,0,4.58E-03
N740,0.243,0.068,0.0542,0.0032,0,4.58E-03
N742,0.243,0.252,0.152,0.0091,0,4.58E-03
N743,0.243,0.072,0.0562,0.0034,0,4.58E-03
N745,0.243,0.25,0.1522,0.0091,0,4.58E-03
N746,0.243,0.08,0.0621,0.0037,0,4.58E-03
N748,0.243,0.254,0.1536,0.0092,0,4.58E-03
N749,0.243,0.074,0.0608,0.0036,0,4.58E-03
N751,0.243,0.256,0.1549,0.0092,0,4.58E-03
N752,0.243,0.073,0.0612,0.0036,0,4.58E-03
N754,0.243,0.256,0.1504,0.009,0,4.58E-03
N755,0.243,0.075,0.0587,0.0035,0,4.58E-03
N757,0.243,0.256,0.1548,0.0092,0,4.58E-03
N758,0.243,0.255,0.155,0.0092,0,4.58E-03
N759,0.243,0.26,0.1533,0.0091,0,4.58E-03
N76,0.243,0.05,0.0422,0.0025,0,4.58E-03
N760,0.243,0.079,0.0612,0.0036,0,4.58E-03
N761,0.243,0.886,0.0846,0.005,0,4.58E-03
N762,0.243,0.888,0.0831,0.005,0,4.58E-03
N763,0.243,0.915,0.0729,0.0043,0,4.58E-03
N764,0.243,0.878,0.087,0.0052,0,4.58E-03
N765,0.243,0.894,0.075,0.0045,0,4.58E-03
N766,0.243,0.906,0.0766,0.0046,0,4.58E-03
N767,0.243,0.5,0.6556,0.0391,1,4.58E-03
N768,0.243,0.501,0.6539,0.039,1,4.58E-03
N769,0.243,0.67,0.1658,0.0099,0,4.58E-03
N77,0.243,0.221,0.1252,0.0075,0,4.58E-03
N770,0.243,0.678,0.1589,0.0095,0,4.58E-03
N771,0.243,0.676,0.1642,0.0098,0,4.58E-03
N772,0.243,0.67,0.1681,0.01,0,4.58E-03
N773,0.863,0.322,0.1773,0.0375,0,5.76E-02
N777,0.243,0.671,0.1676,0.01,0,4.58E-03
N778,0.544,0.352,0.1755,0.0234,0,2.29E-02
N78,0.243,0.085,0.0729,0.0043,0,4.58E-03
N781,0.243,0.671,0.1697,0.0101,0,4.58E-03
N782,0.544,0.406,0.1545,0.0206,0,2.29E-02
N785,0.243,0.668,0.1654,0.0099,0,4.58E-03
N786,0.243,0.49,0.2989,0.0178,0,4.58E-03
N787,0.243,0.662,0.1668,0.0099,0,4.58E-03
N788,0.243,0.342,0.2071,0.0123,0,4.58E-03
N789,0.243,0.161,0.1454,0.0087,0,4.58E-03
N79,0.243,0.094,0.0766,0.0046,0,4.58E-03
N790,0.243,0.323,0.2047,0.0122,0,4.58E-03
