Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
I623,0.243,0.5,0.1,0.006,0,4.58E-03
I626,0.243,1,0,0,0,4.58E-03
I627_1,0.243,1,0,0,0,4.58E-03
I627_2,0.243,1,0,0,0,4.58E-03
I631_1,0.243,0,0,0,0,4.58E-03
I631_2,0.243,0,0,0,0,4.58E-03
I64,0.863,0.769,0.0119,0.0025,0,5.76E-02
I66,0.544,0.764,0.0702,0.0093,0,2.29E-02
I69,0.544,0.112,0.0328,0.0044,0,2.29E-02
I7_1,0.243,0.236,0.0702,0.0042,0,4.58E-03
I7_2,0.863,0.512,0.0122,0.0026,0,5.76E-02
I7_3,0.243,0.388,0.0369,0.0022,0,4.58E-03
I7_4,0.243,0.112,0.0328,0.002,0,4.58E-03
I70_1,0.243,0.966,0.0101,0.0006,0,4.58E-03
I73_1,0.544,0.888,0.0328,0.0044,0,2.29E-02
I73_2,1.565,0.539,0.0059,0.0022,0,1.89E-01
I73_3,0.243,0.058,0.0176,0.0011,0,4.58E-03
I73_4,0.243,0.407,0.0157,0.0009,0,4.58E-03
I88_1,0.863,0.517,0.0249,0.0053,0,5.76E-02
I88_3,0.243,0.247,0.0461,0.0027,0,4.58E-03
I88_4,0.243,0.266,0.0733,0.0044,0,4.58E-03
I95_1,0.243,0.946,0.0151,0.0009,0,4.58E-03
N0,0.243,0.581,0.0125,0.0007,0,4.58E-03
N1,0.243,0.386,0.0056,0.0003,0,4.58E-03
N10,0.243,0,0,0,0,4.58E-03
N100,0.243,0.502,0.0961,0.0057,0,4.58E-03
N101,0.243,0,0,0,0,4.58E-03
N102,0.243,0.886,0.058,0.0035,0,4.58E-03
N103,0.243,0.75,0.098,0.0058,0,4.58E-03
N104,0.243,0.988,0.0054,0.0003,0,4.58E-03
N105,0.243,0.984,0.008,0.0005,0,4.58E-03
N106,0.243,1,0,0,0,4.58E-03
N107,0.243,1,0,0,0,4.58E-03
N108,0.243,1,0,0,0,4.58E-03
N109,0.243,1,0,0,0,4.58E-03
N11,0.243,0,0,0,0,4.58E-03
N110,0.243,0,0,0,0,4.58E-03
N111,0.243,0,0,0,0,4.58E-03
N12,0.243,1,0,0,0,4.58E-03
N13,0.243,1,0,0,0,4.58E-03
N14,0.243,0,0,0,0,4.58E-03
N15,0.243,0,0,0,0,4.58E-03
N16,0.243,0,0,0,0,4.58E-03
N17,0.243,0.129,0.0363,0.0022,0,4.58E-03
N18,0.243,0.266,0.0733,0.0044,0,4.58E-03
N19,0.243,0.32,0.0613,0.0037,0,4.58E-03
N2,0.243,0.231,0.0119,0.0007,0,4.58E-03
N20,0.243,0.323,0.0616,0.0037,0,4.58E-03
N21,0.243,0.502,0.0961,0.0057,0,4.58E-03
N22,0.243,0.502,0.0961,0.0057,0,4.58E-03
N23,0.243,0.502,0.0961,0.0057,0,4.58E-03
N24,0.243,0.502,0.0961,0.0057,0,4.58E-03
N25,0.243,0.645,0.1219,0.0073,0,4.58E-03
N26,0.243,0.971,0.0136,0.0008,0,4.58E-03
N27,0.243,1,0,0,0,4.58E-03
N28,0.243,1,0,0,0,4.58E-03
N29,0.243,0.612,0.0369,0.0022,0,4.58E-03
N3,0.243,0.236,0.0702,0.0042,0,4.58E-03
N30,0.243,0.888,0.0328,0.002,0,4.58E-03
N31,0.243,0.231,0.0119,0.0007,0,4.58E-03
N32,0.243,0.406,0.0027,0.0002,0,4.58E-03
N33,0.243,0.461,0.0059,0.0003,0,4.58E-03
N34,0.243,0.231,0.0119,0.0007,0,4.58E-03
N35,0.243,0.5,0.1,0.006,0,4.58E-03
N36,0.243,0.005,0.0002,1.46E-05,0,4.58E-03
N37,0.243,1,0,0,0,4.58E-03
N38,0.243,0,0,0,0,4.58E-03
N39,0.243,0,0,0,0,4.58E-03
N4,0.243,1,0,0,0,4.58E-03
N40,0.243,0,0,0,0,4.58E-03
N41,0.243,0,0,0,0,4.58E-03
N42,0.243,0.02,0.0051,0.0003,0,4.58E-03
N43,0.243,0,0,0,0,4.58E-03
N44,0.243,1,0,0,0,4.58E-03
N45,0.243,0,0,0,0,4.58E-03
N46,0.243,0,0,0,0,4.58E-03
N47,0.243,0,0,0,0,4.58E-03
N48,0.243,0,0,0,0,4.58E-03
N49,0.243,0,0,0,0,4.58E-03
N5,0.243,0,0,0,0,4.58E-03
N50,0.243,0,0,0,0,4.58E-03
N51,0.243,1,0,0,0,4.58E-03
N52,0.243,0,0,0,0,4.58E-03
N53,0.243,1,0,0,0,4.58E-03
N54,0.243,0.5,0.1,0.006,0,4.58E-03
N55,0.243,0.483,0.0249,0.0015,0,4.58E-03
N56,0.243,0.488,0.0122,0.0007,0,4.58E-03
N57,0.243,0.266,0.0733,0.0044,0,4.58E-03
N58,0.243,0.461,0.0059,0.0003,0,4.58E-03
N59,0.243,0.129,0.0363,0.0022,0,4.58E-03
N6,0.243,0,0,0,0,4.58E-03
N60,0.243,0.539,0.0059,0.0003,0,4.58E-03
N61,0.243,0.129,0.0363,0.0022,0,4.58E-03
N62,0.243,0.406,0.0027,0.0002,0,4.58E-03
N63,0.243,0.595,0.0027,0.0002,0,4.58E-03
N64,0.243,0.512,0.0122,0.0007,0,4.58E-03
N65,0.243,0.539,0.0059,0.0003,0,4.58E-03
N66,0.243,0.517,0.0249,0.0015,0,4.58E-03
N67,0.243,0.5,0.1,0.006,0,4.58E-03
N68,0.243,0.344,0.001,6.18E-05,0,4.58E-03
N69,0.243,0.004,6.10E-05,3.64E-06,0,4.58E-03
N7,0.243,0.001,0.0003,1.82E-05,0,4.58E-03
N70,0.243,0.323,0.0616,0.0037,0,4.58E-03
N71,0.243,0,0,0,0,4.58E-03
N72,0.243,0.32,0.0613,0.0037,0,4.58E-03
N73,0.243,1,0,0,0,4.58E-03
N74,0.243,0.32,0.0613,0.0037,0,4.58E-03
N75,0.243,0,0,0,0,4.58E-03
N76,0.243,1,0,0,0,4.58E-03
N77,0.243,0.996,6.10E-05,3.64E-06,0,4.58E-03
N78,0.243,1,0,0,0,4.58E-03
N79,0.243,0.657,0.001,6.18E-05,0,4.58E-03
N8,0.243,1,0,0,0,4.58E-03
N80,0.243,0.5,0.1,0.006,0,4.58E-03
N81,0.243,0,0,0,0,4.58E-03
N82,0.243,0,0,0,0,4.58E-03
N83,0.243,0.502,0.0961,0.0057,0,4.58E-03
N84,0.243,0,0,0,0,4.58E-03
N85,0.243,0.502,0.0961,0.0057,0,4.58E-03
N86,0.243,1,0,0,0,4.58E-03
N87,0.243,0.502,0.0961,0.0057,0,4.58E-03
N88,0.243,0,0,0,0,4.58E-03
N89,0.243,1,0,0,0,4.58E-03
N9,0.243,0,0,0,0,4.58E-03
N90,0.243,1,0,0,0,4.58E-03
N91,0.243,1,0,0,0,4.58E-03
N92,0.243,1,0,0,0,4.58E-03
N93,0.243,0.5,0.1,0.006,0,4.58E-03
N94,0.243,0,0,0,0,4.58E-03
N95,0.243,0,0,0,0,4.58E-03
N96,0.243,0.502,0.0961,0.0057,0,4.58E-03
N97,0.243,0,0,0,0,4.58E-03
N98,0.243,0.502,0.0961,0.0057,0,4.58E-03
N99,0.243,1,0,0,0,4.58E-03
op,0.243,0.37,0.1245,0.0074,0,4.58E-03
P_1,0.243,0.236,0.0702,0.0042,0,4.58E-03
P_10,0.243,0,0,0,0,4.58E-03
P_11,0.243,0,0,0,0,4.58E-03
P_12,0.243,0,0,0,0,4.58E-03
P_13,0.243,0,0,0,0,4.58E-03
P_14,0.243,0,0,0,0,4.58E-03
P_15,0.243,0,0,0,0,4.58E-03
P_16,0.243,0,0,0,0,4.58E-03
P_2,0.243,0.137,0.037,0.0022,0,4.58E-03
P_3,0.243,0.056,0.0165,0.001,0,4.58E-03
P_4,0.243,0.033,0.0093,0.0006,0,4.58E-03
P_5,0.243,0.023,0.0061,0.0004,0,4.58E-03
P_6,0.243,0.002,0.0002,1.09E-05,0,4.58E-03
P_7,0.243,0,0,0,0,4.58E-03
P_8,0.243,0,0,0,0,4.58E-03
P_9,0.243,0,0,0,0,4.58E-03
QA,0.863,0.495,0.001,0.0002,0,5.76E-02
QB,0.863,0.028,0.0004,9.03E-05,0,5.76E-02
QC,0.544,0,0,0,0,2.29E-02
QD,0.243,0,0,0,0,4.58E-03
X_1,1.565,0.483,0.0249,0.0095,0,1.89E-01
X_10,1.203,0,0,0,0,1.12E-01
X_11,1.203,0,0,0,0,1.12E-01
X_12,1.203,0,0,0,0,1.12E-01
X_13,0.863,0,0,0,0,5.76E-02
X_14,1.203,0,0,0,0,1.12E-01
X_15,0.863,0,0,0,0,5.76E-02
X_16,0.863,0,0,0,0,5.76E-02
X_2,1.203,0.488,0.0122,0.0036,0,1.12E-01
X_3,1.565,0.461,0.0059,0.0022,0,1.89E-01
X_4,1.565,0.405,0.0027,0.001,0,1.89E-01
X_5,1.565,0.343,0.001,0.0004,0,1.89E-01
X_6,1.203,0.004,6.10E-05,1.80E-05,0,1.12E-01
X_7,1.203,0,0,0,0,1.12E-01
X_8,1.203,0,0,0,0,1.12E-01
X_9,1.565,0,0,0,0,1.89E-01
Z,0.243,0.37,0.1245,0.0074,1,1.12E-01
