Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
N175,0.243,0.5,0.1,0.006,0,4.58E-03
N176,0.243,0.5,0.1,0.006,0,4.58E-03
N177,0.544,0.744,0.0987,0.0131,0,2.29E-02
N178,0.243,0.5,0.1,0.006,0,4.58E-03
N179,0.243,0.854,0.1137,0.0068,0,4.58E-03
N18,0.243,0.439,0.1311,0.0078,0,4.58E-03
N180,0.544,0.752,0.0984,0.0131,0,2.29E-02
N181,0.243,0.917,0.0853,0.0051,0,4.58E-03
N183,0.243,0.255,0.0962,0.0057,0,4.58E-03
N184,0.243,0.254,0.099,0.0059,0,4.58E-03
N185,0.243,0.245,0.0961,0.0057,0,4.58E-03
N186,0.243,0.233,0.0944,0.0056,0,4.58E-03
N187,0.243,0.259,0.1012,0.006,0,4.58E-03
N188,0.243,0.263,0.0996,0.0059,0,4.58E-03
N189,0.243,0.245,0.0963,0.0057,0,4.58E-03
N19,0.243,0.449,0.1308,0.0078,0,4.58E-03
N190,0.243,0.25,0.0963,0.0057,0,4.58E-03
N191,0.243,0.251,0.0969,0.0058,0,4.58E-03
N192,0.243,0.262,0.0961,0.0057,0,4.58E-03
N193,0.243,0.259,0.1009,0.006,0,4.58E-03
N194,0.243,0.265,0.0997,0.0059,0,4.58E-03
N195,0.243,0.259,0.0989,0.0059,0,4.58E-03
N196,0.243,0.245,0.0952,0.0057,0,4.58E-03
N197,0.243,0.243,0.0967,0.0058,0,4.58E-03
N198,0.243,0.248,0.1001,0.006,0,4.58E-03
N199,0.243,0.077,0.0758,0.0045,0,4.58E-03
N2,0.243,0.25,0.0978,0.0058,0,4.58E-03
N20,0.243,0.446,0.1375,0.0082,0,4.58E-03
N22,0.243,0.452,0.1343,0.008,0,4.58E-03
N223,9.876,0.923,0.0758,0.1835,0,7.54E+00
N224,0.544,0.332,0.1529,0.0204,0,2.29E-02
N227,0.544,0.327,0.1552,0.0207,0,2.29E-02
N23,0.243,0.447,0.1358,0.0081,0,4.58E-03
N230,0.544,0.321,0.1539,0.0205,0,2.29E-02
N233,0.544,0.342,0.1546,0.0206,1,2.29E-02
N236,0.544,0.319,0.1527,0.0203,0,2.29E-02
N239,0.544,0.33,0.1553,0.0207,0,2.29E-02
N242,0.243,0.562,0.1285,0.0077,0,4.58E-03
N243,0.544,0.327,0.1544,0.0206,0,2.29E-02
N246,0.243,0.553,0.1338,0.008,0,4.58E-03
N247,0.544,0.333,0.1556,0.0207,0,2.29E-02
N25,0.243,0.446,0.1358,0.0081,0,4.58E-03
N250,0.243,0.552,0.1333,0.0079,0,4.58E-03
N251,0.544,0.324,0.1567,0.0209,0,2.29E-02
N254,0.243,0.561,0.1311,0.0078,0,4.58E-03
N255,0.243,0.551,0.1308,0.0078,0,4.58E-03
N256,0.243,0.554,0.1375,0.0082,0,4.58E-03
N257,0.243,0.548,0.1343,0.008,0,4.58E-03
N258,0.243,0.553,0.1358,0.0081,0,4.58E-03
N259,0.243,0.554,0.1358,0.0081,0,4.58E-03
N26,0.243,0.143,0.0812,0.0048,0,4.58E-03
N260,0.544,0.857,0.0812,0.0108,0,2.29E-02
N263,0.243,0.864,0.082,0.0049,0,4.58E-03
N264,0.544,0.86,0.0835,0.0111,0,2.29E-02
N267,0.544,0.865,0.082,0.0109,0,2.29E-02
N270,0.544,0.854,0.0878,0.0117,0,2.29E-02
N273,0.544,0.866,0.081,0.0108,0,2.29E-02
N276,0.544,0.864,0.0854,0.0114,0,2.29E-02
N279,0.544,0.859,0.0863,0.0115,0,2.29E-02
N28,0.243,0.136,0.082,0.0049,0,4.58E-03
N282,0.544,0.852,0.0871,0.0116,0,2.29E-02
N285,0.544,0.867,0.084,0.0112,0,2.29E-02
N288,0.243,0.861,0.0864,0.0051,0,4.58E-03
N289,0.243,0.873,0.0818,0.0049,0,4.58E-03
N29,0.243,0.14,0.0835,0.005,0,4.58E-03
N290,0.243,0.85,0.0877,0.0052,0,4.58E-03
N291,0.243,0.865,0.0831,0.005,0,4.58E-03
N292,0.243,0.855,0.0855,0.0051,0,4.58E-03
N293,0.243,0.858,0.0865,0.0052,0,4.58E-03
N294,0.243,0.862,0.0832,0.005,0,4.58E-03
N295,0.243,0.862,0.0856,0.0051,0,4.58E-03
N296,0.243,0.235,0.2001,0.0119,0,4.58E-03
N3,0.243,0.245,0.0955,0.0057,0,4.58E-03
N300,0.243,0.136,0.082,0.0049,0,4.58E-03
N301,0.243,0.139,0.0864,0.0051,0,4.58E-03
N302,0.243,0.127,0.0818,0.0049,0,4.58E-03
N303,0.243,0.15,0.0877,0.0052,0,4.58E-03
N304,0.243,0.135,0.0831,0.005,0,4.58E-03
N305,0.243,0.145,0.0855,0.0051,0,4.58E-03
N306,0.243,0.142,0.0865,0.0052,0,4.58E-03
N307,0.243,0.138,0.0832,0.005,0,4.58E-03
N308,0.243,0.138,0.0856,0.0051,0,4.58E-03
N31,0.243,0.135,0.082,0.0049,0,4.58E-03
N32,0.243,0.146,0.0878,0.0052,0,4.58E-03
N329,9.876,0.765,0.2001,0.4842,1,7.54E+00
N33,0.243,0.134,0.081,0.0048,0,4.58E-03
N330,0.243,0.378,0.234,0.0139,0,4.58E-03
N331,0.243,0.375,0.2293,0.0137,0,4.58E-03
N332,0.243,0.37,0.2306,0.0137,0,4.58E-03
N333,0.243,0.381,0.2345,0.014,0,4.58E-03
N334,0.243,0.644,0.1715,0.0102,0,4.58E-03
N335,0.243,0.369,0.2299,0.0137,0,4.58E-03
N336,0.243,0.647,0.169,0.0101,0,4.58E-03
N337,0.243,0.371,0.2336,0.0139,0,4.58E-03
N338,0.243,0.641,0.1724,0.0103,0,4.58E-03
N339,0.243,0.376,0.2322,0.0138,0,4.58E-03
N340,0.243,0.645,0.1721,0.0103,0,4.58E-03
N341,0.243,0.383,0.2325,0.0139,0,4.58E-03
N342,0.243,0.639,0.1732,0.0103,0,4.58E-03
N343,0.243,0.368,0.2336,0.0139,0,4.58E-03
N344,0.243,0.642,0.1721,0.0103,0,4.58E-03
N345,0.243,0.648,0.1692,0.0101,0,4.58E-03
N346,0.243,0.648,0.1664,0.0099,0,4.58E-03
N347,0.243,0.633,0.1766,0.0105,0,4.58E-03
N348,0.243,0.909,0.0729,0.0043,0,4.58E-03
N349,0.243,0.909,0.0753,0.0045,0,4.58E-03
N35,0.243,0.136,0.0854,0.0051,0,4.58E-03
N350,0.243,0.917,0.0717,0.0043,0,4.58E-03
N351,0.243,0.902,0.0785,0.0047,0,4.58E-03
N352,0.243,0.909,0.0721,0.0043,0,4.58E-03
N353,0.243,0.905,0.0765,0.0046,0,4.58E-03
N354,0.243,0.904,0.0771,0.0046,0,4.58E-03
N355,0.243,0.906,0.0736,0.0044,0,4.58E-03
N356,0.243,0.908,0.0741,0.0044,0,4.58E-03
N357,0.243,0.365,0.2633,0.0157,0,4.58E-03
N36,0.243,0.141,0.0863,0.0051,0,4.58E-03
N370,3.765,0.635,0.2633,0.2429,1,1.10E+00
N371,0.243,0.709,0.188,0.0112,0,4.58E-03
N372,0.243,0.71,0.1839,0.011,0,4.58E-03
N373,0.243,0.704,0.1889,0.0113,0,4.58E-03
N374,0.243,0.716,0.1842,0.011,0,4.58E-03
N375,0.243,0.711,0.1847,0.011,0,4.58E-03
N376,0.243,0.723,0.1815,0.0108,0,4.58E-03
N377,0.243,0.714,0.1834,0.0109,0,4.58E-03
N378,0.243,0.715,0.1878,0.0112,0,4.58E-03
N379,0.243,0.717,0.1824,0.0109,0,4.58E-03
N38,0.243,0.148,0.0871,0.0052,0,4.58E-03
N380,0.243,0.854,0.1137,0.0068,0,4.58E-03
N381,1.203,0.856,0.113,0.0333,0,1.12E-01
N386,1.951,0.862,0.1136,0.0543,0,2.94E-01
N39,0.243,0.133,0.084,0.005,0,4.58E-03
N393,1.565,0.844,0.1203,0.0461,0,1.89E-01
N399,1.203,0.858,0.109,0.0321,0,1.12E-01
N404,0.544,0.852,0.1165,0.0155,0,2.29E-02
N407,0.863,0.853,0.1165,0.0246,0,5.76E-02
N41,0.243,0.139,0.0864,0.0051,0,4.58E-03
N411,0.544,0.846,0.1154,0.0154,0,2.29E-02
N414,0.243,0.859,0.1135,0.0068,0,4.58E-03
N415,0.243,0.146,0.1137,0.0068,0,4.58E-03
N416,0.243,0.083,0.0853,0.0051,0,4.58E-03
N417,0.243,0.156,0.1203,0.0072,0,4.58E-03
N418,0.243,0.148,0.1165,0.0069,0,4.58E-03
N419,0.243,0.147,0.1165,0.0069,0,4.58E-03
N42,0.243,0.127,0.0818,0.0049,0,4.58E-03
N420,0.243,0.154,0.1154,0.0069,0,4.58E-03
N421,0.243,0.852,0.1166,0.0069,1,4.58E-03
N422,0.544,0.855,0.1157,0.0154,0,2.29E-02
N425,0.544,0.882,0.1042,0.0139,0,2.29E-02
N428,0.243,0.873,0.1078,0.0064,0,4.58E-03
N429,0.243,0.877,0.104,0.0062,0,4.58E-03
N430,0.243,0.521,0.2508,0.0149,1,4.58E-03
N431,0.243,0.487,0.2529,0.0151,1,4.58E-03
N432,0.243,0.496,0.2502,0.0149,1,4.58E-03
N44,0.243,0.15,0.0877,0.0052,0,4.58E-03
N45,0.243,0.135,0.0831,0.005,0,4.58E-03
N46,0.243,0.145,0.0855,0.0051,0,4.58E-03
N48,0.243,0.142,0.0865,0.0052,0,4.58E-03
N49,0.243,0.138,0.0832,0.005,0,4.58E-03
N5,0.243,0.265,0.0995,0.0059,0,4.58E-03
N51,0.243,0.138,0.0856,0.0051,0,4.58E-03
N52,0.243,0.356,0.1715,0.0102,0,4.58E-03
N54,0.243,0.353,0.169,0.0101,0,4.58E-03
N55,0.243,0.359,0.1724,0.0103,0,4.58E-03
N57,0.243,0.355,0.1721,0.0103,0,4.58E-03
N58,0.243,0.361,0.1732,0.0103,0,4.58E-03
N59,0.243,0.358,0.1721,0.0103,0,4.58E-03
N6,0.243,0.242,0.0969,0.0058,0,4.58E-03
N61,0.243,0.352,0.1692,0.0101,0,4.58E-03
N62,0.243,0.352,0.1664,0.0099,0,4.58E-03
N64,0.243,0.367,0.1766,0.0105,0,4.58E-03
N65,0.243,0.091,0.0729,0.0043,0,4.58E-03
N67,0.243,0.091,0.0753,0.0045,0,4.58E-03
N68,0.243,0.083,0.0717,0.0043,0,4.58E-03
N7,0.243,0.253,0.0993,0.0059,0,4.58E-03
N70,0.243,0.098,0.0785,0.0047,0,4.58E-03
N71,0.243,0.091,0.0721,0.0043,0,4.58E-03
N72,0.243,0.095,0.0765,0.0046,0,4.58E-03
N74,0.243,0.096,0.0771,0.0046,0,4.58E-03
N75,0.243,0.094,0.0736,0.0044,0,4.58E-03
N77,0.243,0.092,0.0741,0.0044,0,4.58E-03
N78,0.243,0.291,0.188,0.0112,0,4.58E-03
N80,0.243,0.29,0.1839,0.011,0,4.58E-03
N81,0.243,0.296,0.1889,0.0113,0,4.58E-03
N83,0.243,0.284,0.1842,0.011,0,4.58E-03
N84,0.243,0.289,0.1847,0.011,0,4.58E-03
N85,0.243,0.277,0.1815,0.0108,0,4.58E-03
N87,0.243,0.286,0.1834,0.0109,0,4.58E-03
N88,0.243,0.285,0.1878,0.0112,0,4.58E-03
N9,0.243,0.25,0.0988,0.0059,0,4.58E-03
N90,0.243,0.283,0.1824,0.0109,0,4.58E-03
N91,0.243,0.145,0.1157,0.0069,0,4.58E-03
N93,0.243,0.127,0.1078,0.0064,0,4.58E-03
N94,0.243,0.146,0.1137,0.0068,0,4.58E-03
N96,0.243,0.144,0.113,0.0067,0,4.58E-03
N97,0.243,0.138,0.1136,0.0068,0,4.58E-03
N98,0.243,0.156,0.1203,0.0072,0,4.58E-03
