Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
N289,0.243,0.499,0.1909,0.0114,0,4.58E-03
N290,0.544,0.503,0.3437,0.0458,0,2.29E-02
N293,0.544,0.496,0.3436,0.0458,0,2.29E-02
N296,0.544,0.501,0.3436,0.0458,0,2.29E-02
N299,0.544,0.496,0.3395,0.0452,0,2.29E-02
N302,0.544,0.505,0.3464,0.0461,0,2.29E-02
N305,0.544,0.499,0.3421,0.0456,0,2.29E-02
N308,0.544,0.506,0.3421,0.0456,0,2.29E-02
N311,0.544,0.509,0.3432,0.0457,0,2.29E-02
N314,0.243,0.503,0.3447,0.0205,0,4.58E-03
N315,0.243,0.503,0.3471,0.0207,0,4.58E-03
N316,0.243,0.498,0.3415,0.0204,0,4.58E-03
N317,0.243,0.492,0.3388,0.0202,0,4.58E-03
N318,0.243,0.505,0.3445,0.0205,0,4.58E-03
N319,0.243,0.501,0.3448,0.0206,0,4.58E-03
N320,0.243,0.497,0.3409,0.0203,0,4.58E-03
N321,0.243,0.499,0.3507,0.0209,0,4.58E-03
N338,0.243,0.501,0.5693,0.0339,0,4.58E-03
N339,0.243,0.5,0.567,0.0338,0,4.58E-03
N340,0.243,0.498,0.5724,0.0341,0,4.58E-03
N341,0.243,0.5,0.5687,0.0339,0,4.58E-03
N342,0.243,0.499,0.5685,0.0339,0,4.58E-03
N343,0.243,0.499,0.5702,0.034,0,4.58E-03
N344,0.243,0.497,0.5703,0.034,0,4.58E-03
N345,0.243,0.501,0.5696,0.0339,0,4.58E-03
N346,0.243,0.503,0.6087,0.0363,0,4.58E-03
N347,0.243,0.498,0.6112,0.0364,0,4.58E-03
N348,0.243,0.501,0.6151,0.0367,0,4.58E-03
N349,0.243,0.505,0.6155,0.0367,0,4.58E-03
N350,0.243,0.501,0.6124,0.0365,0,4.58E-03
N351,0.243,0.501,0.6122,0.0365,0,4.58E-03
N352,0.243,0.501,0.6175,0.0368,0,4.58E-03
N353,0.243,0.495,0.6118,0.0365,0,4.58E-03
N354,2.362,0.495,0.7462,0.4319,0,4.32E-01
N367,2.362,0.502,0.7473,0.4325,0,4.32E-01
N380,2.801,0.498,0.7456,0.5116,0,6.07E-01
N393,2.801,0.498,0.7463,0.5121,0,6.07E-01
N406,2.362,0.501,0.7532,0.4359,0,4.32E-01
N419,2.362,0.5,0.7467,0.4321,0,4.32E-01
N432,2.801,0.498,0.748,0.5133,0,6.07E-01
N445,2.801,0.499,0.7467,0.5123,0,6.07E-01
N554,1.203,0.505,0.7462,0.2199,0,1.12E-01
N555,1.203,0.498,0.7473,0.2202,0,1.12E-01
N556,1.565,0.502,0.7456,0.2859,0,1.89E-01
N559,1.565,0.502,0.7463,0.2861,0,1.89E-01
N566,1.203,0.5,0.7467,0.22,0,1.12E-01
N567,1.565,0.501,0.7467,0.2863,0,1.89E-01
N569,1.565,0.502,0.748,0.2868,0,1.89E-01
N570,1.203,0.499,0.7532,0.2219,0,1.12E-01
N594,0.243,0.063,0.1982,0.0118,0,4.58E-03
N595,0.243,0.064,0.2042,0.0122,0,4.58E-03
N596,0.243,0.064,0.2018,0.012,0,4.58E-03
N597,0.243,0.063,0.1967,0.0117,0,4.58E-03
N598,0.243,0.064,0.2025,0.0121,0,4.58E-03
N599,0.243,0.062,0.196,0.0117,0,4.58E-03
N600,0.243,0.064,0.1996,0.0119,0,4.58E-03
N601,0.243,0.062,0.1974,0.0118,0,4.58E-03
N602,1.203,0.254,0.631,0.1859,0,1.12E-01
N607,1.203,0.252,0.627,0.1848,0,1.12E-01
N620,1.203,0.017,0.0552,0.0163,0,1.12E-01
N625,1.203,0.016,0.0535,0.0158,0,1.12E-01
N630,1.203,0.016,0.0539,0.0159,0,1.12E-01
N635,1.203,0.016,0.0521,0.0154,0,1.12E-01
N640,1.203,0.016,0.0531,0.0156,0,1.12E-01
N645,1.203,0.016,0.0527,0.0155,0,1.12E-01
N650,1.203,0.016,0.053,0.0156,0,1.12E-01
N655,1.203,0.016,0.0551,0.0162,0,1.12E-01
N692,0.243,0.004,0.0149,0.0009,0,4.58E-03
N693,0.243,0.004,0.0139,0.0008,0,4.58E-03
N694,0.243,0.004,0.0142,0.0008,0,4.58E-03
N695,0.243,0.004,0.0135,0.0008,0,4.58E-03
N696,0.243,0.004,0.0131,0.0008,0,4.58E-03
N697,0.243,0.004,0.0125,0.0007,0,4.58E-03
N698,0.243,0.004,0.0146,0.0009,0,4.58E-03
N699,0.243,0.004,0.0139,0.0008,0,4.58E-03
N700,0.243,0.004,0.0135,0.0008,0,4.58E-03
N701,0.243,0.004,0.0141,0.0008,0,4.58E-03
N702,0.243,0.004,0.0137,0.0008,0,4.58E-03
N703,0.243,0.004,0.0134,0.0008,0,4.58E-03
N704,0.243,0.004,0.012,0.0007,0,4.58E-03
N705,0.243,0.004,0.0132,0.0008,0,4.58E-03
N706,0.243,0.004,0.0144,0.0009,0,4.58E-03
N707,0.243,0.004,0.0129,0.0008,0,4.58E-03
N708,0.243,0.004,0.0141,0.0008,0,4.58E-03
N709,0.243,0.004,0.0133,0.0008,0,4.58E-03
N710,0.243,0.004,0.0135,0.0008,0,4.58E-03
N711,0.243,0.004,0.0132,0.0008,0,4.58E-03
N712,0.243,0.004,0.0141,0.0008,0,4.58E-03
N713,0.243,0.004,0.0136,0.0008,0,4.58E-03
N714,0.243,0.004,0.0132,0.0008,0,4.58E-03
N715,0.243,0.004,0.0124,0.0007,0,4.58E-03
N716,0.243,0.004,0.0134,0.0008,0,4.58E-03
N717,0.243,0.004,0.0135,0.0008,0,4.58E-03
N718,0.243,0.004,0.0125,0.0007,0,4.58E-03
N719,0.243,0.004,0.0148,0.0009,0,4.58E-03
N720,0.243,0.004,0.014,0.0008,0,4.58E-03
N721,0.243,0.004,0.0134,0.0008,0,4.58E-03
N722,0.243,0.004,0.0142,0.0008,0,4.58E-03
N723,0.243,0.004,0.0144,0.0009,0,4.58E-03
N724,0.243,0.512,0.1121,0.0067,1,4.58E-03
N725,0.243,0.497,0.1131,0.0067,1,4.58E-03
N726,0.243,0.493,0.1136,0.0068,1,4.58E-03
N727,0.243,0.495,0.1119,0.0067,1,4.58E-03
N728,0.243,0.506,0.1114,0.0066,1,4.58E-03
N729,0.243,0.5,0.1117,0.0067,1,4.58E-03
N730,0.243,0.496,0.112,0.0067,1,4.58E-03
N731,0.243,0.496,0.1135,0.0068,1,4.58E-03
N732,0.243,0.497,0.1117,0.0067,1,4.58E-03
N733,0.243,0.488,0.1125,0.0067,1,4.58E-03
N734,0.243,0.503,0.113,0.0067,1,4.58E-03
N735,0.243,0.49,0.1107,0.0066,1,4.58E-03
N736,0.243,0.511,0.1089,0.0065,1,4.58E-03
N737,0.243,0.498,0.1126,0.0067,1,4.58E-03
N738,0.243,0.497,0.1115,0.0066,1,4.58E-03
N739,0.243,0.495,0.1089,0.0065,1,4.58E-03
N740,0.243,0.495,0.111,0.0066,1,4.58E-03
N741,0.243,0.496,0.1111,0.0066,1,4.58E-03
N742,0.243,0.508,0.1129,0.0067,1,4.58E-03
N743,0.243,0.496,0.1124,0.0067,1,4.58E-03
N744,0.243,0.494,0.1124,0.0067,1,4.58E-03
N745,0.243,0.513,0.1105,0.0066,1,4.58E-03
N746,0.243,0.497,0.1088,0.0065,1,4.58E-03
N747,0.243,0.506,0.1152,0.0069,1,4.58E-03
N748,0.243,0.504,0.1105,0.0066,1,4.58E-03
N749,0.243,0.507,0.1105,0.0066,1,4.58E-03
N750,0.243,0.483,0.1122,0.0067,1,4.58E-03
N751,0.243,0.499,0.1133,0.0068,1,4.58E-03
N752,0.243,0.509,0.1123,0.0067,1,4.58E-03
N753,0.243,0.5,0.1139,0.0068,1,4.58E-03
N754,0.243,0.493,0.1109,0.0066,1,4.58E-03
N755,0.243,0.506,0.1136,0.0068,1,4.58E-03
