Net,Total Net Load,Static Prob.,Toggle rate,Switching Power,Class,RC
IIII495,0.243,0.064,0.0463,0.0028,0,4.58E-03
IIII512,0.243,0.062,0.0475,0.0028,0,4.58E-03
IIII515,0.243,0.936,0.0142,0.0008,0,4.58E-03
IIII518,0.243,0.952,0.0116,0.0007,0,4.58E-03
IIII521,0.243,0.936,0.0136,0.0008,0,4.58E-03
IIII524,0.243,0.458,0.1044,0.0062,0,4.58E-03
IIII527,0.243,0.009,0.0024,0.0001,0,4.58E-03
IIII533,0.243,0.063,0.0478,0.0028,0,4.58E-03
IIII537,0.243,0.015,0.0103,0.0006,0,4.58E-03
IIII538,0.243,0,0,0,0,4.58E-03
IIII546,0.243,0.487,0.1043,0.0062,0,4.58E-03
IIII553,0.243,0.01,0.004,0.0002,0,4.58E-03
N0,0.243,0.402,0.1265,0.0075,0,4.58E-03
N1,0.243,0.407,0.1261,0.0075,0,4.58E-03
N2,0.243,0.404,0.1269,0.0076,0,4.58E-03
N3,0.243,0.405,0.1287,0.0077,0,4.58E-03
